Direction,time,Rate
Read,2023-6-29-09:41:18,2055.7
Write,2023-6-29-09:41:18,2055.9
Read,2023-6-29-09:41:18,2055.5
Write,2023-6-29-09:41:19,2056.5
Read,2023-6-29-09:41:19,2055.8
Write,2023-6-29-09:41:19,2055.7
Read,2023-6-29-09:41:19,2056.1
Write,2023-6-29-09:41:20,2055.8
Read,2023-6-29-09:41:20,2056.1
Write,2023-6-29-09:41:20,2055.3
Read,2023-6-29-09:41:20,2055.8
Write,2023-6-29-09:41:21,2056.0
Read,2023-6-29-09:41:21,2055.3
Write,2023-6-29-09:41:21,2056.0
Read,2023-6-29-09:41:21,2055.7
Write,2023-6-29-09:41:22,2055.8
Read,2023-6-29-09:41:22,2056.2
Write,2023-6-29-09:41:22,2055.8
Read,2023-6-29-09:41:22,2055.3
Write,2023-6-29-09:41:23,2055.2
Read,2023-6-29-09:41:23,2055.6
Write,2023-6-29-09:41:23,2056.3
Read,2023-6-29-09:41:23,2055.6
Write,2023-6-29-09:41:24,2056.3
Read,2023-6-29-09:41:24,2055.9
Write,2023-6-29-09:41:24,2055.9
Read,2023-6-29-09:41:24,2055.8
Write,2023-6-29-09:41:25,2055.2
Read,2023-6-29-09:41:25,2056.4
Write,2023-6-29-09:41:25,2056.6
Read,2023-6-29-09:41:25,2056.0
Write,2023-6-29-09:41:26,2055.4
Read,2023-6-29-09:41:26,2055.8
Write,2023-6-29-09:41:26,2055.8
Read,2023-6-29-09:41:26,2055.9
Write,2023-6-29-09:41:27,2056.5
Read,2023-6-29-09:41:27,2055.8
Write,2023-6-29-09:41:27,2055.5
Read,2023-6-29-09:41:27,2055.9
Write,2023-6-29-09:41:28,2055.5
Read,2023-6-29-09:41:28,2056.1
Write,2023-6-29-09:41:28,2055.7
Read,2023-6-29-09:41:28,2055.3
Write,2023-6-29-09:41:29,2056.2
Read,2023-6-29-09:41:29,2055.9
Write,2023-6-29-09:41:29,2054.4
Read,2023-6-29-09:41:29,2055.7
Write,2023-6-29-09:41:30,2056.8
Read,2023-6-29-09:41:30,2055.8
Write,2023-6-29-09:41:30,2055.8
Read,2023-6-29-09:41:30,2055.9
Write,2023-6-29-09:41:31,2055.8
Read,2023-6-29-09:41:31,2055.9
Write,2023-6-29-09:41:31,2056.1
Read,2023-6-29-09:41:31,2055.6
Write,2023-6-29-09:41:32,2055.7
Read,2023-6-29-09:41:32,2055.7
Write,2023-6-29-09:41:32,2056.2
Read,2023-6-29-09:41:32,2056.1
Write,2023-6-29-09:41:33,2055.3
Read,2023-6-29-09:41:33,2055.4
Write,2023-6-29-09:41:33,2055.7
Read,2023-6-29-09:41:33,2055.8
Write,2023-6-29-09:41:34,2056.0
Read,2023-6-29-09:41:34,2056.1
Write,2023-6-29-09:41:34,2056.0
Read,2023-6-29-09:41:34,2055.8
Write,2023-6-29-09:41:35,2055.4
Read,2023-6-29-09:41:35,2055.8
Write,2023-6-29-09:41:35,2056.5
Read,2023-6-29-09:41:35,2055.8
Write,2023-6-29-09:41:36,2055.5
Read,2023-6-29-09:41:36,2055.6
Write,2023-6-29-09:41:36,2056.4
Read,2023-6-29-09:41:36,2056.1
Write,2023-6-29-09:41:37,2031.9
Read,2023-6-29-09:41:37,2048.5
Write,2023-6-29-09:41:37,2080.1
Read,2023-6-29-09:41:37,2062.7
Write,2023-6-29-09:41:38,2055.7
Read,2023-6-29-09:41:38,2055.2
Write,2023-6-29-09:41:38,2056.5
Read,2023-6-29-09:41:38,2055.6
Write,2023-6-29-09:41:39,2055.3
Read,2023-6-29-09:41:39,2055.7
Write,2023-6-29-09:41:39,2055.8
Read,2023-6-29-09:41:39,2056.0
Write,2023-6-29-09:41:40,2055.9
Read,2023-6-29-09:41:40,2055.5
Write,2023-6-29-09:41:40,2055.8
Read,2023-6-29-09:41:40,2056.1
Write,2023-6-29-09:41:41,2055.7
Read,2023-6-29-09:41:41,2055.5
Write,2023-6-29-09:41:41,2056.2
Read,2023-6-29-09:41:41,2055.9
Write,2023-6-29-09:41:42,2055.9
Read,2023-6-29-09:41:42,2055.6
Write,2023-6-29-09:41:42,2056.0
Read,2023-6-29-09:41:42,2056.0
Write,2023-6-29-09:41:43,2055.6
Read,2023-6-29-09:41:43,2055.7
Write,2023-6-29-09:41:43,2055.5
Read,2023-6-29-09:41:43,2055.2
Write,2023-6-29-09:41:44,2056.6
Read,2023-6-29-09:41:44,2056.0
Write,2023-6-29-09:41:44,2055.7
Read,2023-6-29-09:41:44,2056.5
Write,2023-6-29-09:41:45,2055.0
Read,2023-6-29-09:41:45,2055.8
Write,2023-6-29-09:41:45,2056.7
Read,2023-6-29-09:41:45,2055.5
Write,2023-6-29-09:41:46,2055.5
Read,2023-6-29-09:41:46,2054.9
Write,2023-6-29-09:41:46,2055.6
Read,2023-6-29-09:41:46,2056.1
Write,2023-6-29-09:41:47,2056.2
Read,2023-6-29-09:41:47,2055.9
Write,2023-6-29-09:41:47,2056.0
Read,2023-6-29-09:41:47,2056.0
Write,2023-6-29-09:41:48,2056.1
Read,2023-6-29-09:41:48,2054.8
Write,2023-6-29-09:41:48,2055.6
Read,2023-6-29-09:41:48,2056.6
Write,2023-6-29-09:41:49,2055.6
Read,2023-6-29-09:41:49,2055.7
Write,2023-6-29-09:41:49,2056.1
Read,2023-6-29-09:41:49,2055.9
Write,2023-6-29-09:41:50,2052.6
Read,2023-6-29-09:41:50,2055.9
Write,2023-6-29-09:41:50,2059.0
Read,2023-6-29-09:41:50,2055.7
Write,2023-6-29-09:41:51,2055.3
Read,2023-6-29-09:41:51,2055.7
Write,2023-6-29-09:41:51,2055.5
Read,2023-6-29-09:41:51,2055.7
Write,2023-6-29-09:41:52,2056.1
Read,2023-6-29-09:41:52,2055.8
Write,2023-6-29-09:41:52,2051.3
Read,2023-6-29-09:41:52,2055.2
Write,2023-6-29-09:41:53,2060.5
Read,2023-6-29-09:41:53,2056.2
Write,2023-6-29-09:41:53,2055.6
Read,2023-6-29-09:41:53,2055.6
Write,2023-6-29-09:41:54,2055.9
Read,2023-6-29-09:41:54,2055.7
Write,2023-6-29-09:41:54,2056.2
Read,2023-6-29-09:41:54,2055.6
Write,2023-6-29-09:41:55,2055.2
Read,2023-6-29-09:41:55,2055.2
Write,2023-6-29-09:41:55,2056.0
Read,2023-6-29-09:41:55,2055.9
Write,2023-6-29-09:41:56,2055.6
Read,2023-6-29-09:41:56,2055.7
Write,2023-6-29-09:41:56,2055.9
Read,2023-6-29-09:41:56,2055.9
Write,2023-6-29-09:41:57,2056.0
Read,2023-6-29-09:41:57,2055.6
Write,2023-6-29-09:41:57,2055.7
Read,2023-6-29-09:41:57,2056.1
Write,2023-6-29-09:41:58,2055.6
Read,2023-6-29-09:41:58,2055.4
Write,2023-6-29-09:41:58,2055.9
Read,2023-6-29-09:41:58,2056.1
Write,2023-6-29-09:41:59,2055.1
Read,2023-6-29-09:41:59,2055.6
Write,2023-6-29-09:41:59,2056.0
Read,2023-6-29-09:41:59,2056.2
Write,2023-6-29-09:42:00,2056.3
Read,2023-6-29-09:42:00,2055.7
Write,2023-6-29-09:42:00,2055.6
Read,2023-6-29-09:42:00,2055.5
Write,2023-6-29-09:42:01,2055.6
Read,2023-6-29-09:42:01,2054.6
Write,2023-6-29-09:42:01,2056.1
Read,2023-6-29-09:42:01,2057.1
Write,2023-6-29-09:42:02,2055.4
Read,2023-6-29-09:42:02,2055.9
Write,2023-6-29-09:42:02,2056.2
Read,2023-6-29-09:42:02,2055.7
Write,2023-6-29-09:42:03,2055.9
Read,2023-6-29-09:42:03,2055.9
Write,2023-6-29-09:42:03,2055.1
Read,2023-6-29-09:42:03,2055.5
Write,2023-6-29-09:42:04,2055.7
Read,2023-6-29-09:42:04,2055.5
Write,2023-6-29-09:42:04,2056.3
Read,2023-6-29-09:42:04,2055.7
Write,2023-6-29-09:42:05,2055.5
Read,2023-6-29-09:42:05,2055.9
Write,2023-6-29-09:42:05,2056.5
Read,2023-6-29-09:42:05,2056.0
Write,2023-6-29-09:42:06,2055.2
Read,2023-6-29-09:42:06,2052.0
Write,2023-6-29-09:42:06,2056.2
Read,2023-6-29-09:42:06,2054.6
Write,2023-6-29-09:42:07,2055.8
Read,2023-6-29-09:42:07,2060.9
Write,2023-6-29-09:42:07,2056.4
Read,2023-6-29-09:42:07,2055.9
Write,2023-6-29-09:42:08,2055.2
Read,2023-6-29-09:42:08,2056.1
Write,2023-6-29-09:42:08,2056.5
Read,2023-6-29-09:42:08,2055.8
Write,2023-6-29-09:42:09,2055.9
Read,2023-6-29-09:42:09,2056.3
Write,2023-6-29-09:42:09,2056.0
Read,2023-6-29-09:42:09,2055.3
Write,2023-6-29-09:42:10,2056.0
Read,2023-6-29-09:42:10,2056.5
Write,2023-6-29-09:42:10,2056.9
Read,2023-6-29-09:42:10,2055.8
Write,2023-6-29-09:42:11,2055.5
Read,2023-6-29-09:42:11,2055.6
Write,2023-6-29-09:42:11,2055.3
Read,2023-6-29-09:42:11,2055.4
Write,2023-6-29-09:42:12,2056.3
Read,2023-6-29-09:42:12,2055.6
Write,2023-6-29-09:42:12,2056.5
Read,2023-6-29-09:42:12,2056.6
Write,2023-6-29-09:42:13,2049.0
Read,2023-6-29-09:42:13,2055.8
Write,2023-6-29-09:42:13,2062.2
Read,2023-6-29-09:42:13,2055.7
Write,2023-6-29-09:42:14,2055.9
Read,2023-6-29-09:42:14,2055.8
Write,2023-6-29-09:42:14,2056.6
Read,2023-6-29-09:42:14,2056.0
Write,2023-6-29-09:42:15,2055.9
Read,2023-6-29-09:42:15,2055.6
Write,2023-6-29-09:42:15,2055.3
Read,2023-6-29-09:42:15,2056.0
Write,2023-6-29-09:42:16,2055.7
Read,2023-6-29-09:42:16,2055.4
Write,2023-6-29-09:42:16,2055.7
Read,2023-6-29-09:42:16,2056.0
Write,2023-6-29-09:42:17,2056.1
Read,2023-6-29-09:42:17,2056.2
Write,2023-6-29-09:42:17,2056.1
Read,2023-6-29-09:42:17,2056.0
Write,2023-6-29-09:42:18,2050.6
Read,2023-6-29-09:42:18,2055.4
Write,2023-6-29-09:42:18,2060.6
Read,2023-6-29-09:42:18,2051.4
Write,2023-6-29-09:42:19,2056.2
Read,2023-6-29-09:42:19,2061.3
Write,2023-6-29-09:42:19,2056.1
Read,2023-6-29-09:42:19,2055.8
Write,2023-6-29-09:42:20,2056.0
Read,2023-6-29-09:42:20,2055.9
Write,2023-6-29-09:42:20,2054.5
Read,2023-6-29-09:42:20,2042.9
Write,2023-6-29-09:42:21,2057.1
Read,2023-6-29-09:42:21,2069.0
Write,2023-6-29-09:42:21,2056.1
Read,2023-6-29-09:42:21,2056.2
Write,2023-6-29-09:42:22,2055.9
Read,2023-6-29-09:42:22,2055.7
Write,2023-6-29-09:42:22,2056.1
Read,2023-6-29-09:42:22,2055.9
Write,2023-6-29-09:42:23,2056.3
Read,2023-6-29-09:42:23,2056.2
Write,2023-6-29-09:42:23,2055.2
Read,2023-6-29-09:42:23,2056.0
Write,2023-6-29-09:42:24,2056.1
Read,2023-6-29-09:42:24,2056.0
Write,2023-6-29-09:42:24,2055.9
Read,2023-6-29-09:42:24,2055.6
Write,2023-6-29-09:42:25,2052.2
Read,2023-6-29-09:42:25,2056.3
Write,2023-6-29-09:42:25,2060.3
Read,2023-6-29-09:42:25,2055.6
Write,2023-6-29-09:42:26,2055.1
Read,2023-6-29-09:42:26,2055.7
Write,2023-6-29-09:42:26,2056.4
Read,2023-6-29-09:42:26,2055.9
Write,2023-6-29-09:42:27,2056.0
Read,2023-6-29-09:42:27,2056.3
Write,2023-6-29-09:42:27,2056.0
Read,2023-6-29-09:42:27,2055.5
Write,2023-6-29-09:42:28,2055.9
Read,2023-6-29-09:42:28,2056.5
Write,2023-6-29-09:42:28,2055.5
Read,2023-6-29-09:42:28,2055.6
Write,2023-6-29-09:42:29,2056.0
Read,2023-6-29-09:42:29,2056.1
Write,2023-6-29-09:42:29,2055.9
Read,2023-6-29-09:42:29,2055.9
Write,2023-6-29-09:42:30,2055.8
Read,2023-6-29-09:42:30,2055.8
Write,2023-6-29-09:42:30,2055.6
Read,2023-6-29-09:42:30,2055.9
Write,2023-6-29-09:42:31,2056.8
Read,2023-6-29-09:42:31,2056.0
Write,2023-6-29-09:42:31,2055.4
Read,2023-6-29-09:42:31,2055.6
Write,2023-6-29-09:42:32,2056.3
Read,2023-6-29-09:42:32,2055.9
Write,2023-6-29-09:42:32,2056.0
Read,2023-6-29-09:42:32,2055.8
Write,2023-6-29-09:42:33,2056.0
Read,2023-6-29-09:42:33,2055.6
Write,2023-6-29-09:42:33,2052.4
Read,2023-6-29-09:42:33,2055.4
Write,2023-6-29-09:42:34,2059.7
Read,2023-6-29-09:42:34,2056.8
Write,2023-6-29-09:42:34,2055.3
Read,2023-6-29-09:42:34,2055.2
Write,2023-6-29-09:42:35,2055.6
Read,2023-6-29-09:42:35,2055.7
Write,2023-6-29-09:42:35,2056.5
Read,2023-6-29-09:42:35,2056.3
Write,2023-6-29-09:42:36,2056.2
Read,2023-6-29-09:42:36,2056.5
Write,2023-6-29-09:42:36,2056.0
Read,2023-6-29-09:42:36,2055.8
Write,2023-6-29-09:42:37,2055.2
Read,2023-6-29-09:42:37,2055.5
Write,2023-6-29-09:42:37,2056.9
Read,2023-6-29-09:42:37,2056.1
Write,2023-6-29-09:42:38,2052.9
Read,2023-6-29-09:42:38,2055.8
Write,2023-6-29-09:42:38,2059.1
Read,2023-6-29-09:42:38,2056.4
Write,2023-6-29-09:42:39,2055.8
Read,2023-6-29-09:42:39,2055.4
Write,2023-6-29-09:42:39,2055.5
Read,2023-6-29-09:42:39,2055.9
Write,2023-6-29-09:42:40,2055.7
Read,2023-6-29-09:42:40,2055.4
Write,2023-6-29-09:42:40,2056.8
Read,2023-6-29-09:42:40,2056.0
Write,2023-6-29-09:42:41,2055.6
Read,2023-6-29-09:42:41,2056.5
Write,2023-6-29-09:42:41,2056.5
Read,2023-6-29-09:42:41,2056.1
Write,2023-6-29-09:42:42,2055.4
Read,2023-6-29-09:42:42,2055.7
Write,2023-6-29-09:42:42,2056.2
Read,2023-6-29-09:42:42,2056.0
Write,2023-6-29-09:42:43,2055.9
Read,2023-6-29-09:42:43,2055.7
Write,2023-6-29-09:42:43,2055.7
Read,2023-6-29-09:42:43,2056.0
Write,2023-6-29-09:42:44,2056.1
Read,2023-6-29-09:42:44,2055.9
Write,2023-6-29-09:42:44,2055.0
Read,2023-6-29-09:42:44,2055.9
Write,2023-6-29-09:42:45,2056.2
Read,2023-6-29-09:42:45,2055.8
Write,2023-6-29-09:42:45,2055.9
Read,2023-6-29-09:42:45,2055.8
Write,2023-6-29-09:42:46,2056.5
Read,2023-6-29-09:42:46,2055.7
Write,2023-6-29-09:42:46,2055.5
Read,2023-6-29-09:42:46,2056.4
Write,2023-6-29-09:42:47,2056.2
Read,2023-6-29-09:42:47,2055.3
Write,2023-6-29-09:42:47,2055.4
Read,2023-6-29-09:42:47,2055.7
Write,2023-6-29-09:42:48,2054.5
Read,2023-6-29-09:42:48,2056.1
Write,2023-6-29-09:42:48,2057.5
Read,2023-6-29-09:42:48,2055.4
Write,2023-6-29-09:42:49,2055.4
Read,2023-6-29-09:42:49,2055.0
Write,2023-6-29-09:42:49,2056.1
Read,2023-6-29-09:42:49,2056.5
Write,2023-6-29-09:42:50,2055.2
Read,2023-6-29-09:42:50,2055.3
Write,2023-6-29-09:42:50,2054.8
Read,2023-6-29-09:42:50,2056.2
Write,2023-6-29-09:42:51,2057.7
Read,2023-6-29-09:42:51,2056.1
Write,2023-6-29-09:42:51,2055.7
Read,2023-6-29-09:42:51,2055.6
Write,2023-6-29-09:42:52,2055.7
Read,2023-6-29-09:42:52,2056.2
Write,2023-6-29-09:42:52,2055.8
Read,2023-6-29-09:42:52,2055.9
Write,2023-6-29-09:42:53,2056.2
Read,2023-6-29-09:42:53,2055.5
Write,2023-6-29-09:42:53,2055.5
Read,2023-6-29-09:42:53,2056.4
Write,2023-6-29-09:42:54,2055.9
Read,2023-6-29-09:42:54,2055.5
Write,2023-6-29-09:42:54,2055.3
Read,2023-6-29-09:42:54,2055.7
Write,2023-6-29-09:42:55,2055.8
Read,2023-6-29-09:42:55,2055.3
Write,2023-6-29-09:42:55,2056.0
Read,2023-6-29-09:42:55,2055.4
Write,2023-6-29-09:42:56,2054.9
Read,2023-6-29-09:42:56,2056.5
Write,2023-6-29-09:42:56,2056.6
Read,2023-6-29-09:42:56,2055.4
Write,2023-6-29-09:42:57,2055.4
Read,2023-6-29-09:42:57,2055.5
Write,2023-6-29-09:42:57,2055.8
Read,2023-6-29-09:42:57,2056.2
Write,2023-6-29-09:42:58,2056.3
Read,2023-6-29-09:42:58,2056.1
Write,2023-6-29-09:42:58,2056.0
Read,2023-6-29-09:42:58,2055.8
Write,2023-6-29-09:42:59,2056.0
Read,2023-6-29-09:42:59,2055.8
Write,2023-6-29-09:42:59,2055.5
Read,2023-6-29-09:42:59,2055.7
Write,2023-6-29-09:43:00,2056.2
Read,2023-6-29-09:43:00,2055.9
Write,2023-6-29-09:43:00,2056.1
Read,2023-6-29-09:43:00,2055.5
Write,2023-6-29-09:43:01,2055.9
Read,2023-6-29-09:43:01,2055.5
Write,2023-6-29-09:43:01,2056.0
Read,2023-6-29-09:43:01,2056.6
Write,2023-6-29-09:43:02,2055.4
Read,2023-6-29-09:43:02,2055.9
Write,2023-6-29-09:43:02,2056.2
Read,2023-6-29-09:43:02,2055.7
Write,2023-6-29-09:43:03,2056.3
Read,2023-6-29-09:43:03,2055.1
Write,2023-6-29-09:43:03,2055.6
Read,2023-6-29-09:43:03,2056.1
Write,2023-6-29-09:43:04,2056.1
Read,2023-6-29-09:43:04,2056.1
Write,2023-6-29-09:43:04,2055.4
Read,2023-6-29-09:43:04,2055.7
Write,2023-6-29-09:43:04,2055.8
Read,2023-6-29-09:43:05,2055.5
Write,2023-6-29-09:43:05,2056.5
Read,2023-6-29-09:43:05,2056.2
Write,2023-6-29-09:43:05,2056.1
Read,2023-6-29-09:43:06,2056.0
Write,2023-6-29-09:43:06,2055.5
Read,2023-6-29-09:43:06,2056.2
Write,2023-6-29-09:43:06,2056.1
Read,2023-6-29-09:43:07,2055.9
Write,2023-6-29-09:43:07,2056.2
Read,2023-6-29-09:43:07,2055.7
Write,2023-6-29-09:43:07,2055.7
Read,2023-6-29-09:43:08,2055.7
Write,2023-6-29-09:43:08,2055.9
Read,2023-6-29-09:43:08,2056.7
Write,2023-6-29-09:43:08,2055.4
Read,2023-6-29-09:43:09,2055.6
Write,2023-6-29-09:43:09,2056.6
Read,2023-6-29-09:43:09,2055.3
Write,2023-6-29-09:43:09,2055.9
Read,2023-6-29-09:43:10,2056.4
Write,2023-6-29-09:43:10,2055.6
Read,2023-6-29-09:43:10,2055.2
Write,2023-6-29-09:43:10,2055.7
Read,2023-6-29-09:43:10,2056.0
Write,2023-6-29-09:43:11,2055.6
Read,2023-6-29-09:43:11,2055.7
Write,2023-6-29-09:43:11,2056.3
Read,2023-6-29-09:43:11,2056.0
Write,2023-6-29-09:43:12,2056.5
Read,2023-6-29-09:43:12,2055.8
Write,2023-6-29-09:43:12,2056.0
Read,2023-6-29-09:43:12,2056.0
Write,2023-6-29-09:43:13,2055.9
Read,2023-6-29-09:43:13,2055.8
Write,2023-6-29-09:43:13,2055.3
Read,2023-6-29-09:43:13,2056.4
Write,2023-6-29-09:43:14,2056.2
Read,2023-6-29-09:43:14,2055.7
Write,2023-6-29-09:43:14,2055.5
Read,2023-6-29-09:43:14,2055.5
Write,2023-6-29-09:43:15,2056.4
Read,2023-6-29-09:43:15,2056.0
Write,2023-6-29-09:43:15,2056.0
Read,2023-6-29-09:43:15,2055.8
Write,2023-6-29-09:43:16,2055.8
Read,2023-6-29-09:43:16,2056.3
Write,2023-6-29-09:43:16,2055.6
Read,2023-6-29-09:43:16,2056.0
Write,2023-6-29-09:43:17,2055.7
Read,2023-6-29-09:43:17,2055.4
Write,2023-6-29-09:43:17,2056.6
Read,2023-6-29-09:43:17,2055.7
Write,2023-6-29-09:43:18,2053.0
Read,2023-6-29-09:43:18,2055.9
Write,2023-6-29-09:43:18,2058.9
Read,2023-6-29-09:43:18,2056.5
Write,2023-6-29-09:43:19,2055.8
Read,2023-6-29-09:43:19,2055.4
Write,2023-6-29-09:43:19,2055.3
Read,2023-6-29-09:43:19,2056.1
Write,2023-6-29-09:43:20,2055.6
Read,2023-6-29-09:43:20,2055.6
Write,2023-6-29-09:43:20,2056.6
Read,2023-6-29-09:43:20,2056.3
Write,2023-6-29-09:43:21,2055.5
Read,2023-6-29-09:43:21,2056.0
Write,2023-6-29-09:43:21,2055.5
Read,2023-6-29-09:43:21,2056.1
Write,2023-6-29-09:43:22,2056.0
Read,2023-6-29-09:43:22,2055.4
Write,2023-6-29-09:43:22,2055.9
Read,2023-6-29-09:43:22,2056.1
Write,2023-6-29-09:43:23,2056.1
Read,2023-6-29-09:43:23,2055.8
Write,2023-6-29-09:43:23,2056.1
Read,2023-6-29-09:43:23,2055.9
Write,2023-6-29-09:43:24,2054.9
Read,2023-6-29-09:43:24,2055.8
Write,2023-6-29-09:43:24,2056.3
Read,2023-6-29-09:43:24,2056.1
Write,2023-6-29-09:43:25,2056.4
Read,2023-6-29-09:43:25,2051.1
Write,2023-6-29-09:43:25,2055.6
Read,2023-6-29-09:43:25,2060.6
Write,2023-6-29-09:43:26,2056.0
Read,2023-6-29-09:43:26,2055.5
Write,2023-6-29-09:43:26,2055.8
Read,2023-6-29-09:43:26,2056.4
Write,2023-6-29-09:43:27,2056.4
Read,2023-6-29-09:43:27,2056.1
Write,2023-6-29-09:43:27,2056.1
Read,2023-6-29-09:43:27,2055.7
Write,2023-6-29-09:43:28,2055.2
Read,2023-6-29-09:43:28,2055.6
Write,2023-6-29-09:43:28,2056.4
Read,2023-6-29-09:43:28,2056.4
Write,2023-6-29-09:43:29,2055.7
Read,2023-6-29-09:43:29,2055.5
Write,2023-6-29-09:43:29,2056.2
Read,2023-6-29-09:43:29,2055.6
Write,2023-6-29-09:43:30,2055.8
Read,2023-6-29-09:43:30,2056.2
Write,2023-6-29-09:43:30,2056.0
Read,2023-6-29-09:43:30,2055.9
Write,2023-6-29-09:43:31,2056.5
Read,2023-6-29-09:43:31,2056.1
Write,2023-6-29-09:43:31,2055.4
Read,2023-6-29-09:43:31,2056.1
Write,2023-6-29-09:43:32,2055.8
Read,2023-6-29-09:43:32,2055.9
Write,2023-6-29-09:43:32,2055.8
Read,2023-6-29-09:43:32,2055.9
Write,2023-6-29-09:43:33,2056.0
Read,2023-6-29-09:43:33,2055.7
Write,2023-6-29-09:43:33,2056.1
Read,2023-6-29-09:43:33,2055.9
Write,2023-6-29-09:43:34,2055.9
Read,2023-6-29-09:43:34,2055.8
Write,2023-6-29-09:43:34,2055.6
Read,2023-6-29-09:43:34,2055.7
Write,2023-6-29-09:43:35,2055.8
Read,2023-6-29-09:43:35,2055.2
Write,2023-6-29-09:43:35,2055.6
Read,2023-6-29-09:43:35,2055.9
Write,2023-6-29-09:43:36,2056.3
Read,2023-6-29-09:43:36,2055.8
Write,2023-6-29-09:43:36,2056.1
Read,2023-6-29-09:43:36,2030.5
Write,2023-6-29-09:43:37,2055.3
Read,2023-6-29-09:43:37,2082.4
Write,2023-6-29-09:43:37,2056.4
Read,2023-6-29-09:43:37,2055.4
Write,2023-6-29-09:43:38,2055.9
Read,2023-6-29-09:43:38,2056.5
Write,2023-6-29-09:43:38,2056.0
Read,2023-6-29-09:43:38,2055.8
Write,2023-6-29-09:43:39,2055.6
Read,2023-6-29-09:43:39,2055.5
Write,2023-6-29-09:43:39,2055.4
Read,2023-6-29-09:43:39,2056.0
Write,2023-6-29-09:43:40,2055.7
Read,2023-6-29-09:43:40,2055.7
Write,2023-6-29-09:43:40,2056.4
Read,2023-6-29-09:43:40,2055.9
Write,2023-6-29-09:43:41,2055.6
Read,2023-6-29-09:43:41,2055.7
Write,2023-6-29-09:43:41,2055.3
Read,2023-6-29-09:43:41,2055.7
Write,2023-6-29-09:43:42,2055.8
Read,2023-6-29-09:43:42,2055.1
Write,2023-6-29-09:43:42,2055.9
Read,2023-6-29-09:43:42,2055.8
Write,2023-6-29-09:43:43,2056.0
Read,2023-6-29-09:43:43,2055.8
Write,2023-6-29-09:43:43,2055.9
Read,2023-6-29-09:43:43,2056.0
Write,2023-6-29-09:43:44,2055.8
Read,2023-6-29-09:43:44,2056.3
Write,2023-6-29-09:43:44,2055.7
Read,2023-6-29-09:43:44,2055.2
Write,2023-6-29-09:43:45,2055.5
Read,2023-6-29-09:43:45,2056.1
Write,2023-6-29-09:43:45,2055.7
Read,2023-6-29-09:43:45,2055.7
Write,2023-6-29-09:43:46,2056.4
Read,2023-6-29-09:43:46,2055.5
Write,2023-6-29-09:43:46,2055.7
Read,2023-6-29-09:43:46,2056.2
Write,2023-6-29-09:43:47,2055.6
Read,2023-6-29-09:43:47,2055.8
Write,2023-6-29-09:43:47,2055.8
Read,2023-6-29-09:43:47,2055.3
Write,2023-6-29-09:43:48,2056.2
Read,2023-6-29-09:43:48,2056.1
Write,2023-6-29-09:43:48,2056.1
Read,2023-6-29-09:43:48,2056.0
Write,2023-6-29-09:43:49,2055.8
Read,2023-6-29-09:43:49,2056.0
Write,2023-6-29-09:43:49,2055.1
Read,2023-6-29-09:43:49,2055.8
Write,2023-6-29-09:43:50,2056.2
Read,2023-6-29-09:43:50,2055.9
Write,2023-6-29-09:43:50,2056.5
Read,2023-6-29-09:43:50,2055.2
Write,2023-6-29-09:43:51,2055.5
Read,2023-6-29-09:43:51,2056.1
Write,2023-6-29-09:43:51,2054.3
Read,2023-6-29-09:43:51,2056.0
Write,2023-6-29-09:43:52,2057.4
Read,2023-6-29-09:43:52,2056.0
Write,2023-6-29-09:43:52,2056.3
Read,2023-6-29-09:43:52,2055.4
Write,2023-6-29-09:43:53,2055.3
Read,2023-6-29-09:43:53,2055.8
Write,2023-6-29-09:43:53,2056.0
Read,2023-6-29-09:43:53,2055.5
Write,2023-6-29-09:43:54,2056.0
Read,2023-6-29-09:43:54,2056.4
Write,2023-6-29-09:43:54,2055.3
Read,2023-6-29-09:43:54,2056.2
Write,2023-6-29-09:43:55,2056.1
Read,2023-6-29-09:43:55,2055.3
Write,2023-6-29-09:43:55,2055.7
Read,2023-6-29-09:43:55,2055.8
Write,2023-6-29-09:43:56,2055.7
Read,2023-6-29-09:43:56,2055.8
Write,2023-6-29-09:43:56,2056.5
Read,2023-6-29-09:43:56,2055.9
Write,2023-6-29-09:43:57,2055.6
Read,2023-6-29-09:43:57,2056.6
Write,2023-6-29-09:43:57,2056.6
Read,2023-6-29-09:43:57,2055.3
Write,2023-6-29-09:43:58,2055.3
Read,2023-6-29-09:43:58,2056.2
Write,2023-6-29-09:43:58,2056.1
Read,2023-6-29-09:43:58,2055.8
Write,2023-6-29-09:43:59,2055.7
Read,2023-6-29-09:43:59,2055.8
Write,2023-6-29-09:43:59,2055.8
Read,2023-6-29-09:43:59,2046.7
Write,2023-6-29-09:44:00,2055.3
Read,2023-6-29-09:44:00,2056.5
Write,2023-6-29-09:44:00,2056.4
Read,2023-6-29-09:44:00,2055.7
Write,2023-6-29-09:44:01,2056.3
Read,2023-6-29-09:44:01,2055.5
Write,2023-6-29-09:44:01,2055.8
Read,2023-6-29-09:44:01,2055.9
Write,2023-6-29-09:44:02,2056.0
Read,2023-6-29-09:44:02,2055.9
Write,2023-6-29-09:44:02,2055.8
Read,2023-6-29-09:44:02,2056.0
Write,2023-6-29-09:44:03,2055.7
Read,2023-6-29-09:44:03,2056.0
Write,2023-6-29-09:44:03,2056.4
Read,2023-6-29-09:44:03,2055.9
Write,2023-6-29-09:44:04,2055.6
