,Direction,time,Rate
7293,Write,2023-6-29-09:37:05,2056.2
7294,Read,2023-6-29-09:37:05,2056.5
7295,Write,2023-6-29-09:37:05,2056.6
7296,Read,2023-6-29-09:37:05,2055.6
7297,Write,2023-6-29-09:37:06,2055.5
7298,Read,2023-6-29-09:37:06,2056.2
7299,Write,2023-6-29-09:37:06,2056.3
7300,Read,2023-6-29-09:37:06,2055.6
7301,Write,2023-6-29-09:37:07,2055.8
7302,Read,2023-6-29-09:37:07,2056.1
7303,Write,2023-6-29-09:37:07,2055.5
7304,Read,2023-6-29-09:37:07,2056.3
7305,Write,2023-6-29-09:37:08,2056.1
7306,Read,2023-6-29-09:37:08,2056.0
7307,Write,2023-6-29-09:37:08,2056.2
7308,Read,2023-6-29-09:37:08,2055.9
7309,Write,2023-6-29-09:37:09,2055.8
7310,Read,2023-6-29-09:37:09,2055.2
7311,Write,2023-6-29-09:37:09,2055.9
7312,Read,2023-6-29-09:37:09,2056.4
7313,Write,2023-6-29-09:37:10,2056.2
7314,Read,2023-6-29-09:37:10,2056.1
7315,Write,2023-6-29-09:37:10,2055.4
7316,Read,2023-6-29-09:37:10,2056.2
7317,Write,2023-6-29-09:37:11,2056.0
7318,Read,2023-6-29-09:37:11,2055.5
7319,Write,2023-6-29-09:37:11,2056.6
7320,Read,2023-6-29-09:37:11,2055.8
7321,Write,2023-6-29-09:37:12,2055.3
7322,Read,2023-6-29-09:37:12,2056.3
7323,Write,2023-6-29-09:37:12,2056.6
7324,Read,2023-6-29-09:37:12,2056.3
7325,Write,2023-6-29-09:37:13,2055.5
7326,Read,2023-6-29-09:37:13,2055.8
7327,Write,2023-6-29-09:37:13,2055.8
7328,Read,2023-6-29-09:37:13,2056.0
7329,Write,2023-6-29-09:37:14,2056.4
7330,Read,2023-6-29-09:37:14,2055.6
7331,Write,2023-6-29-09:37:14,2056.0
7332,Read,2023-6-29-09:37:14,2056.0
7333,Write,2023-6-29-09:37:15,2055.8
7334,Read,2023-6-29-09:37:15,2056.0
7335,Write,2023-6-29-09:37:15,2054.9
7336,Read,2023-6-29-09:37:15,2056.0
7337,Write,2023-6-29-09:37:16,2056.5
7338,Read,2023-6-29-09:37:16,2056.2
7339,Write,2023-6-29-09:37:16,2055.6
7340,Read,2023-6-29-09:37:16,2055.7
7341,Write,2023-6-29-09:37:17,2055.9
7342,Read,2023-6-29-09:37:17,2055.8
7343,Write,2023-6-29-09:37:17,2056.2
7344,Read,2023-6-29-09:37:17,2055.9
7345,Write,2023-6-29-09:37:18,2055.5
7346,Read,2023-6-29-09:37:18,2055.5
7347,Write,2023-6-29-09:37:18,2056.2
7348,Read,2023-6-29-09:37:18,2056.4
7349,Write,2023-6-29-09:37:19,2056.0
7350,Read,2023-6-29-09:37:19,2055.7
7351,Write,2023-6-29-09:37:19,2055.5
7352,Read,2023-6-29-09:37:19,2055.2
7353,Write,2023-6-29-09:37:20,2026.8
7354,Read,2023-6-29-09:37:20,2056.2
7355,Write,2023-6-29-09:37:20,2085.6
7356,Read,2023-6-29-09:37:20,2056.2
7357,Write,2023-6-29-09:37:21,2055.4
7358,Read,2023-6-29-09:37:21,2055.6
7359,Write,2023-6-29-09:37:21,2055.6
7360,Read,2023-6-29-09:37:21,2055.6
7361,Write,2023-6-29-09:37:22,2056.2
7362,Read,2023-6-29-09:37:22,2055.4
7363,Write,2023-6-29-09:37:22,2055.9
7364,Read,2023-6-29-09:37:22,2056.1
7365,Write,2023-6-29-09:37:23,2055.8
7366,Read,2023-6-29-09:37:23,2056.0
7367,Write,2023-6-29-09:37:23,2055.9
7368,Read,2023-6-29-09:37:23,2055.6
7369,Write,2023-6-29-09:37:24,2055.4
7370,Read,2023-6-29-09:37:24,2055.9
7371,Write,2023-6-29-09:37:24,2056.3
7372,Read,2023-6-29-09:37:24,2055.9
7373,Write,2023-6-29-09:37:25,2056.1
7374,Read,2023-6-29-09:37:25,2056.0
7375,Write,2023-6-29-09:37:25,2055.4
7376,Read,2023-6-29-09:37:25,2056.1
7377,Write,2023-6-29-09:37:26,2055.7
7378,Read,2023-6-29-09:37:26,2055.8
7379,Write,2023-6-29-09:37:26,2055.8
7380,Read,2023-6-29-09:37:26,2055.3
7381,Write,2023-6-29-09:37:27,2055.7
7382,Read,2023-6-29-09:37:27,2056.0
7383,Write,2023-6-29-09:37:27,2056.5
7384,Read,2023-6-29-09:37:27,2056.3
7385,Write,2023-6-29-09:37:28,2055.2
7386,Read,2023-6-29-09:37:28,2055.1
7387,Write,2023-6-29-09:37:28,2055.9
7388,Read,2023-6-29-09:37:28,2054.2
7389,Write,2023-6-29-09:37:29,2055.6
7390,Read,2023-6-29-09:37:29,2055.6
7391,Write,2023-6-29-09:37:29,2056.0
7392,Read,2023-6-29-09:37:29,2055.5
7393,Write,2023-6-29-09:37:30,2056.1
7394,Read,2023-6-29-09:37:30,2056.2
7395,Write,2023-6-29-09:37:30,2055.8
7396,Read,2023-6-29-09:37:30,2055.7
7397,Write,2023-6-29-09:37:31,2056.1
7398,Read,2023-6-29-09:37:31,2055.8
7399,Write,2023-6-29-09:37:31,2055.8
7400,Read,2023-6-29-09:37:31,2056.1
7401,Write,2023-6-29-09:37:32,2056.0
7402,Read,2023-6-29-09:37:32,2055.9
7403,Write,2023-6-29-09:37:32,2055.9
7404,Read,2023-6-29-09:37:32,2056.1
7405,Write,2023-6-29-09:37:33,2055.7
7406,Read,2023-6-29-09:37:33,2055.0
7407,Write,2023-6-29-09:37:33,2056.0
7408,Read,2023-6-29-09:37:33,2056.9
7409,Write,2023-6-29-09:37:34,2055.5
7410,Read,2023-6-29-09:37:34,2055.7
7411,Write,2023-6-29-09:37:34,2056.0
7412,Read,2023-6-29-09:37:34,2056.1
7413,Write,2023-6-29-09:37:35,2056.4
7414,Read,2023-6-29-09:37:35,2056.0
7415,Write,2023-6-29-09:37:35,2056.0
7416,Read,2023-6-29-09:37:35,2055.4
7417,Write,2023-6-29-09:37:36,2055.4
7418,Read,2023-6-29-09:37:36,2056.3
7419,Write,2023-6-29-09:37:36,2056.4
7420,Read,2023-6-29-09:37:36,2056.2
7421,Write,2023-6-29-09:37:37,2055.8
7422,Read,2023-6-29-09:37:37,2055.5
7423,Write,2023-6-29-09:37:37,2056.3
7424,Read,2023-6-29-09:37:37,2056.5
7425,Write,2023-6-29-09:37:38,2055.9
7426,Read,2023-6-29-09:37:38,2055.7
7427,Write,2023-6-29-09:37:38,2055.7
7428,Read,2023-6-29-09:37:38,2056.0
7429,Write,2023-6-29-09:37:39,2055.7
7430,Read,2023-6-29-09:37:39,2055.9
7431,Write,2023-6-29-09:37:39,2056.0
7432,Read,2023-6-29-09:37:39,2056.2
7433,Write,2023-6-29-09:37:40,2056.4
7434,Read,2023-6-29-09:37:40,2055.6
7435,Write,2023-6-29-09:37:40,2055.8
7436,Read,2023-6-29-09:37:40,2056.2
7437,Write,2023-6-29-09:37:41,2055.7
7438,Read,2023-6-29-09:37:41,2056.0
7439,Write,2023-6-29-09:37:41,2055.9
7440,Read,2023-6-29-09:37:41,2055.8
7441,Write,2023-6-29-09:37:42,2056.0
7442,Read,2023-6-29-09:37:42,2056.0
7443,Write,2023-6-29-09:37:42,2056.3
7444,Read,2023-6-29-09:37:42,2056.0
7445,Write,2023-6-29-09:37:43,2055.8
7446,Read,2023-6-29-09:37:43,2055.3
7447,Write,2023-6-29-09:37:43,2055.6
7448,Read,2023-6-29-09:37:43,2056.6
7449,Write,2023-6-29-09:37:44,2056.0
7450,Read,2023-6-29-09:37:44,2055.8
7451,Write,2023-6-29-09:37:44,2056.2
7452,Read,2023-6-29-09:37:44,2055.8
7453,Write,2023-6-29-09:37:45,2056.2
7454,Read,2023-6-29-09:37:45,2056.4
7455,Write,2023-6-29-09:37:45,2056.3
7456,Read,2023-6-29-09:37:45,2056.3
7457,Write,2023-6-29-09:37:46,2055.5
7458,Read,2023-6-29-09:37:46,2055.7
7459,Write,2023-6-29-09:37:46,2055.9
7460,Read,2023-6-29-09:37:46,2056.3
7461,Write,2023-6-29-09:37:47,2056.1
7462,Read,2023-6-29-09:37:47,2055.2
7463,Write,2023-6-29-09:37:47,2055.8
7464,Read,2023-6-29-09:37:47,2056.5
7465,Write,2023-6-29-09:37:48,2056.2
7466,Read,2023-6-29-09:37:48,2056.2
7467,Write,2023-6-29-09:37:48,2055.7
7468,Read,2023-6-29-09:37:48,2056.1
7469,Write,2023-6-29-09:37:49,2055.9
7470,Read,2023-6-29-09:37:49,2055.6
7471,Write,2023-6-29-09:37:49,2056.1
7472,Read,2023-6-29-09:37:49,2055.9
7473,Write,2023-6-29-09:37:50,2056.4
7474,Read,2023-6-29-09:37:50,2056.0
7475,Write,2023-6-29-09:37:50,2056.1
7476,Read,2023-6-29-09:37:50,2055.4
7477,Write,2023-6-29-09:37:51,2055.4
7478,Read,2023-6-29-09:37:51,2056.6
7479,Write,2023-6-29-09:37:51,2055.9
7480,Read,2023-6-29-09:37:51,2056.5
7481,Write,2023-6-29-09:37:52,2056.5
7482,Read,2023-6-29-09:37:52,2055.2
7483,Write,2023-6-29-09:37:52,2056.1
7484,Read,2023-6-29-09:37:52,2056.2
7485,Write,2023-6-29-09:37:53,2055.5
7486,Read,2023-6-29-09:37:53,2056.0
7487,Write,2023-6-29-09:37:53,2056.1
7488,Read,2023-6-29-09:37:53,2056.0
7489,Write,2023-6-29-09:37:54,2055.8
7490,Read,2023-6-29-09:37:54,2056.2
7491,Write,2023-6-29-09:37:54,2056.1
7492,Read,2023-6-29-09:37:54,2055.8
7493,Write,2023-6-29-09:37:55,2056.3
7494,Read,2023-6-29-09:37:55,2055.8
7495,Write,2023-6-29-09:37:55,2056.0
7496,Read,2023-6-29-09:37:55,2056.2
7497,Write,2023-6-29-09:37:56,2055.6
7498,Read,2023-6-29-09:37:56,2055.8
7499,Write,2023-6-29-09:37:56,2056.1
7500,Read,2023-6-29-09:37:56,2055.7
7501,Write,2023-6-29-09:37:57,2055.5
7502,Read,2023-6-29-09:37:57,2056.4
7503,Write,2023-6-29-09:37:57,2056.4
7504,Read,2023-6-29-09:37:57,2056.2
7505,Write,2023-6-29-09:37:58,2056.1
7506,Read,2023-6-29-09:37:58,2055.6
7507,Write,2023-6-29-09:37:58,2055.5
7508,Read,2023-6-29-09:37:58,2056.4
7509,Write,2023-6-29-09:37:59,2056.3
7510,Read,2023-6-29-09:37:59,2056.0
7511,Write,2023-6-29-09:37:59,2056.4
7512,Read,2023-6-29-09:37:59,2055.4
7513,Write,2023-6-29-09:38:00,2056.0
7514,Read,2023-6-29-09:38:00,2056.6
7515,Write,2023-6-29-09:38:00,2055.4
7516,Read,2023-6-29-09:38:00,2055.4
7517,Write,2023-6-29-09:38:01,2055.3
7518,Read,2023-6-29-09:38:01,2055.9
7519,Write,2023-6-29-09:38:01,2055.8
7520,Read,2023-6-29-09:38:01,2055.7
7521,Write,2023-6-29-09:38:02,2056.6
7522,Read,2023-6-29-09:38:02,2055.6
7523,Write,2023-6-29-09:38:02,2055.6
7524,Read,2023-6-29-09:38:02,2056.3
7525,Write,2023-6-29-09:38:03,2056.1
7526,Read,2023-6-29-09:38:03,2056.0
7527,Write,2023-6-29-09:38:03,2055.9
7528,Read,2023-6-29-09:38:03,2056.1
7529,Write,2023-6-29-09:38:04,2056.3
7530,Read,2023-6-29-09:38:04,2055.8
7531,Write,2023-6-29-09:38:04,2055.0
7532,Read,2023-6-29-09:38:04,2055.8
7533,Write,2023-6-29-09:38:05,2056.3
7534,Read,2023-6-29-09:38:05,2055.7
7535,Write,2023-6-29-09:38:05,2056.0
7536,Read,2023-6-29-09:38:05,2055.7
7537,Write,2023-6-29-09:38:06,2055.3
7538,Read,2023-6-29-09:38:06,2055.3
7539,Write,2023-6-29-09:38:06,2055.8
7540,Read,2023-6-29-09:38:06,2057.0
7541,Write,2023-6-29-09:38:07,2056.5
7542,Read,2023-6-29-09:38:07,2055.3
7543,Write,2023-6-29-09:38:07,2056.0
7544,Read,2023-6-29-09:38:07,2055.8
7545,Write,2023-6-29-09:38:08,2055.8
7546,Read,2023-6-29-09:38:08,2056.7
7547,Write,2023-6-29-09:38:08,2055.9
7548,Read,2023-6-29-09:38:08,2055.8
7549,Write,2023-6-29-09:38:09,2055.9
7550,Read,2023-6-29-09:38:09,2055.9
7551,Write,2023-6-29-09:38:09,2056.3
7552,Read,2023-6-29-09:38:09,2055.8
7553,Write,2023-6-29-09:38:10,2055.8
7554,Read,2023-6-29-09:38:10,2056.0
7555,Write,2023-6-29-09:38:10,2055.6
7556,Read,2023-6-29-09:38:10,2056.6
7557,Write,2023-6-29-09:38:11,2056.0
7558,Read,2023-6-29-09:38:11,2055.7
7559,Write,2023-6-29-09:38:11,2056.5
7560,Read,2023-6-29-09:38:11,2056.1
7561,Write,2023-6-29-09:38:12,2056.2
7562,Read,2023-6-29-09:38:12,2055.9
7563,Write,2023-6-29-09:38:12,2055.9
7564,Read,2023-6-29-09:38:12,2056.2
7565,Write,2023-6-29-09:38:13,2055.6
7566,Read,2023-6-29-09:38:13,2055.5
7567,Write,2023-6-29-09:38:13,2055.6
7568,Read,2023-6-29-09:38:13,2055.8
7569,Write,2023-6-29-09:38:14,2055.9
7570,Read,2023-6-29-09:38:14,2056.3
7571,Write,2023-6-29-09:38:14,2056.6
7572,Read,2023-6-29-09:38:14,2055.8
7573,Write,2023-6-29-09:38:15,2055.6
7574,Read,2023-6-29-09:38:15,2055.8
7575,Write,2023-6-29-09:38:15,2056.1
7576,Read,2023-6-29-09:38:15,2056.3
7577,Write,2023-6-29-09:38:16,2055.2
7578,Read,2023-6-29-09:38:16,2055.7
7579,Write,2023-6-29-09:38:16,2055.9
7580,Read,2023-6-29-09:38:16,2056.2
7581,Write,2023-6-29-09:38:17,2056.1
7582,Read,2023-6-29-09:38:17,2055.9
7583,Write,2023-6-29-09:38:17,2056.4
7584,Read,2023-6-29-09:38:17,2055.0
7585,Write,2023-6-29-09:38:18,2055.2
7586,Read,2023-6-29-09:38:18,2055.6
7587,Write,2023-6-29-09:38:18,2056.1
7588,Read,2023-6-29-09:38:18,2056.7
7589,Write,2023-6-29-09:38:19,2055.4
7590,Read,2023-6-29-09:38:19,2056.1
7591,Write,2023-6-29-09:38:19,2056.1
7592,Read,2023-6-29-09:38:19,2055.5
7593,Write,2023-6-29-09:38:20,2055.9
7594,Read,2023-6-29-09:38:20,2056.1
7595,Write,2023-6-29-09:38:20,2053.3
7596,Read,2023-6-29-09:38:20,2055.8
7597,Write,2023-6-29-09:38:21,2058.6
7598,Read,2023-6-29-09:38:21,2056.2
7599,Write,2023-6-29-09:38:21,2056.0
7600,Read,2023-6-29-09:38:21,2055.8
7601,Write,2023-6-29-09:38:22,2055.3
7602,Read,2023-6-29-09:38:22,2055.9
7603,Write,2023-6-29-09:38:22,2056.2
7604,Read,2023-6-29-09:38:22,2055.3
7605,Write,2023-6-29-09:38:23,2056.0
7606,Read,2023-6-29-09:38:23,2048.9
7607,Write,2023-6-29-09:38:23,2055.8
7608,Read,2023-6-29-09:38:23,2063.6
7609,Write,2023-6-29-09:38:24,2056.0
7610,Read,2023-6-29-09:38:24,2056.0
7611,Write,2023-6-29-09:38:24,2055.4
7612,Read,2023-6-29-09:38:24,2055.6
7613,Write,2023-6-29-09:38:25,2031.8
7614,Read,2023-6-29-09:38:25,2055.2
7615,Write,2023-6-29-09:38:25,2081.2
7616,Read,2023-6-29-09:38:25,2057.0
7617,Write,2023-6-29-09:38:26,2055.8
7618,Read,2023-6-29-09:38:26,2056.5
7619,Write,2023-6-29-09:38:26,2056.1
7620,Read,2023-6-29-09:38:26,2056.2
7621,Write,2023-6-29-09:38:27,2055.7
7622,Read,2023-6-29-09:38:27,2056.0
7623,Write,2023-6-29-09:38:27,2056.5
7624,Read,2023-6-29-09:38:27,2055.0
7625,Write,2023-6-29-09:38:28,2054.5
7626,Read,2023-6-29-09:38:28,2056.3
7627,Write,2023-6-29-09:38:28,2057.4
7628,Read,2023-6-29-09:38:28,2056.2
7629,Write,2023-6-29-09:38:29,2055.8
7630,Read,2023-6-29-09:38:29,2056.3
7631,Write,2023-6-29-09:38:29,2055.8
7632,Read,2023-6-29-09:38:29,2055.4
7633,Write,2023-6-29-09:38:30,2056.2
7634,Read,2023-6-29-09:38:30,2056.2
7635,Write,2023-6-29-09:38:30,2056.3
7636,Read,2023-6-29-09:38:30,2056.1
7637,Write,2023-6-29-09:38:31,2055.3
7638,Read,2023-6-29-09:38:31,2055.9
7639,Write,2023-6-29-09:38:31,2055.3
7640,Read,2023-6-29-09:38:31,2055.6
7641,Write,2023-6-29-09:38:32,2056.6
7642,Read,2023-6-29-09:38:32,2056.1
7643,Write,2023-6-29-09:38:32,2055.2
7644,Read,2023-6-29-09:38:32,2055.7
7645,Write,2023-6-29-09:38:33,2056.6
7646,Read,2023-6-29-09:38:33,2055.9
7647,Write,2023-6-29-09:38:33,2055.8
7648,Read,2023-6-29-09:38:33,2056.0
7649,Write,2023-6-29-09:38:34,2056.4
7650,Read,2023-6-29-09:38:34,2055.7
7651,Write,2023-6-29-09:38:34,2055.6
7652,Read,2023-6-29-09:38:34,2055.9
7653,Write,2023-6-29-09:38:35,2056.0
7654,Read,2023-6-29-09:38:35,2056.4
7655,Write,2023-6-29-09:38:35,2055.0
7656,Read,2023-6-29-09:38:35,2056.0
7657,Write,2023-6-29-09:38:36,2056.7
7658,Read,2023-6-29-09:38:36,2055.5
7659,Write,2023-6-29-09:38:36,2055.5
7660,Read,2023-6-29-09:38:36,2055.8
7661,Write,2023-6-29-09:38:37,2055.9
7662,Read,2023-6-29-09:38:37,2056.6
7663,Write,2023-6-29-09:38:37,2055.5
7664,Read,2023-6-29-09:38:37,2056.1
7665,Write,2023-6-29-09:38:38,2056.3
7666,Read,2023-6-29-09:38:38,2055.5
7667,Write,2023-6-29-09:38:38,2055.6
7668,Read,2023-6-29-09:38:38,2055.8
7669,Write,2023-6-29-09:38:39,2055.9
7670,Read,2023-6-29-09:38:39,2055.9
7671,Write,2023-6-29-09:38:39,2055.5
7672,Read,2023-6-29-09:38:39,2056.5
7673,Write,2023-6-29-09:38:40,2046.3
7674,Read,2023-6-29-09:38:40,2054.7
7675,Write,2023-6-29-09:38:40,2066.1
7676,Read,2023-6-29-09:38:40,2056.8
7677,Write,2023-6-29-09:38:41,2055.1
7678,Read,2023-6-29-09:38:41,2056.0
7679,Write,2023-6-29-09:38:41,2056.9
7680,Read,2023-6-29-09:38:41,2055.8
7681,Write,2023-6-29-09:38:42,2055.1
7682,Read,2023-6-29-09:38:42,2056.0
7683,Write,2023-6-29-09:38:42,2056.0
7684,Read,2023-6-29-09:38:42,2056.0
7685,Write,2023-6-29-09:38:43,2056.0
7686,Read,2023-6-29-09:38:43,2055.8
7687,Write,2023-6-29-09:38:43,2055.7
7688,Read,2023-6-29-09:38:43,2056.2
7689,Write,2023-6-29-09:38:44,2056.1
7690,Read,2023-6-29-09:38:44,2055.8
7691,Write,2023-6-29-09:38:44,2055.4
7692,Read,2023-6-29-09:38:44,2055.9
7693,Write,2023-6-29-09:38:45,2055.9
7694,Read,2023-6-29-09:38:45,2056.0
7695,Write,2023-6-29-09:38:45,2055.7
7696,Read,2023-6-29-09:38:45,2055.8
7697,Write,2023-6-29-09:38:46,2056.2
7698,Read,2023-6-29-09:38:46,2055.6
7699,Write,2023-6-29-09:38:46,2054.7
7700,Read,2023-6-29-09:38:46,2056.3
7701,Write,2023-6-29-09:38:47,2056.5
7702,Read,2023-6-29-09:38:47,2056.0
7703,Write,2023-6-29-09:38:47,2056.4
7704,Read,2023-6-29-09:38:47,2055.9
7705,Write,2023-6-29-09:38:48,2055.2
7706,Read,2023-6-29-09:38:48,2055.9
7707,Write,2023-6-29-09:38:48,2056.2
7708,Read,2023-6-29-09:38:48,2046.3
7709,Write,2023-6-29-09:38:49,2055.1
7710,Read,2023-6-29-09:38:49,2065.0
7711,Write,2023-6-29-09:38:49,2056.4
7712,Read,2023-6-29-09:38:49,2056.5
7713,Write,2023-6-29-09:38:50,2056.3
7714,Read,2023-6-29-09:38:50,2056.0
7715,Write,2023-6-29-09:38:50,2055.2
7716,Read,2023-6-29-09:38:50,2055.6
7717,Write,2023-6-29-09:38:51,2056.2
7718,Read,2023-6-29-09:38:51,2055.9
7719,Write,2023-6-29-09:38:51,2055.4
7720,Read,2023-6-29-09:38:51,2056.0
7721,Write,2023-6-29-09:38:51,2055.8
7722,Read,2023-6-29-09:38:52,2055.7
7723,Write,2023-6-29-09:38:52,2055.9
7724,Read,2023-6-29-09:38:52,2055.8
7725,Write,2023-6-29-09:38:52,2056.1
7726,Read,2023-6-29-09:38:53,2055.9
7727,Write,2023-6-29-09:38:53,2056.0
7728,Read,2023-6-29-09:38:53,2055.9
7729,Write,2023-6-29-09:38:53,2055.5
7730,Read,2023-6-29-09:38:54,2055.8
7731,Write,2023-6-29-09:38:54,2055.4
7732,Read,2023-6-29-09:38:54,2055.9
7733,Write,2023-6-29-09:38:54,2056.7
7734,Read,2023-6-29-09:38:55,2056.1
7735,Write,2023-6-29-09:38:55,2055.5
7736,Read,2023-6-29-09:38:55,2055.8
7737,Write,2023-6-29-09:38:55,2056.0
7738,Read,2023-6-29-09:38:56,2056.0
7739,Write,2023-6-29-09:38:56,2055.6
7740,Read,2023-6-29-09:38:56,2055.8
7741,Write,2023-6-29-09:38:56,2055.8
7742,Read,2023-6-29-09:38:57,2055.8
7743,Write,2023-6-29-09:38:57,2055.4
7744,Read,2023-6-29-09:38:57,2056.1
7745,Write,2023-6-29-09:38:57,2055.7
7746,Read,2023-6-29-09:38:57,2055.3
7747,Write,2023-6-29-09:38:58,2054.3
7748,Read,2023-6-29-09:38:58,2056.2
7749,Write,2023-6-29-09:38:58,2057.5
7750,Read,2023-6-29-09:38:58,2055.6
7751,Write,2023-6-29-09:38:59,2056.2
7752,Read,2023-6-29-09:38:59,2056.2
7753,Write,2023-6-29-09:38:59,2049.2
7754,Read,2023-6-29-09:38:59,2056.0
7755,Write,2023-6-29-09:39:00,2062.6
7756,Read,2023-6-29-09:39:00,2056.3
7757,Write,2023-6-29-09:39:00,2056.1
7758,Read,2023-6-29-09:39:00,2055.9
7759,Write,2023-6-29-09:39:01,2055.5
7760,Read,2023-6-29-09:39:01,2055.9
7761,Write,2023-6-29-09:39:01,2055.7
7762,Read,2023-6-29-09:39:01,2055.1
7763,Write,2023-6-29-09:39:02,2055.8
7764,Read,2023-6-29-09:39:02,2056.4
7765,Write,2023-6-29-09:39:02,2056.1
7766,Read,2023-6-29-09:39:02,2056.0
7767,Write,2023-6-29-09:39:03,2056.1
7768,Read,2023-6-29-09:39:03,2056.1
7769,Write,2023-6-29-09:39:03,2055.7
7770,Read,2023-6-29-09:39:03,2055.9
7771,Write,2023-6-29-09:39:04,2055.8
7772,Read,2023-6-29-09:39:04,2056.0
7773,Write,2023-6-29-09:39:04,2056.0
7774,Read,2023-6-29-09:39:04,2055.8
7775,Write,2023-6-29-09:39:05,2055.7
7776,Read,2023-6-29-09:39:05,2056.0
7777,Write,2023-6-29-09:39:05,2056.0
7778,Read,2023-6-29-09:39:05,2056.0
7779,Write,2023-6-29-09:39:06,2055.9
7780,Read,2023-6-29-09:39:06,2056.1
7781,Write,2023-6-29-09:39:06,2056.2
7782,Read,2023-6-29-09:39:06,2055.9
7783,Write,2023-6-29-09:39:07,2055.1
7784,Read,2023-6-29-09:39:07,2055.9
7785,Write,2023-6-29-09:39:07,2056.3
7786,Read,2023-6-29-09:39:07,2056.4
7787,Write,2023-6-29-09:39:08,2055.1
7788,Read,2023-6-29-09:39:08,2056.1
7789,Write,2023-6-29-09:39:08,2056.9
7790,Read,2023-6-29-09:39:08,2056.1
7791,Write,2023-6-29-09:39:09,2056.5
7792,Read,2023-6-29-09:39:09,2055.9
7793,Write,2023-6-29-09:39:09,2055.5
7794,Read,2023-6-29-09:39:09,2056.0
7795,Write,2023-6-29-09:39:10,2055.8
7796,Read,2023-6-29-09:39:10,2056.1
7797,Write,2023-6-29-09:39:10,2056.6
7798,Read,2023-6-29-09:39:10,2056.3
7799,Write,2023-6-29-09:39:11,2051.3
7800,Read,2023-6-29-09:39:11,2055.9
7801,Write,2023-6-29-09:39:11,2060.8
7802,Read,2023-6-29-09:39:11,2056.1
7803,Write,2023-6-29-09:39:12,2055.7
7804,Read,2023-6-29-09:39:12,2056.1
7805,Write,2023-6-29-09:39:12,2055.9
7806,Read,2023-6-29-09:39:12,2055.7
7807,Write,2023-6-29-09:39:13,2056.4
7808,Read,2023-6-29-09:39:13,2056.3
7809,Write,2023-6-29-09:39:13,2055.5
7810,Read,2023-6-29-09:39:13,2056.0
7811,Write,2023-6-29-09:39:14,2056.0
7812,Read,2023-6-29-09:39:14,2055.5
7813,Write,2023-6-29-09:39:14,2056.4
7814,Read,2023-6-29-09:39:14,2056.8
7815,Write,2023-6-29-09:39:15,2055.8
7816,Read,2023-6-29-09:39:15,2055.7
7817,Write,2023-6-29-09:39:15,2051.9
7818,Read,2023-6-29-09:39:15,2056.1
7819,Write,2023-6-29-09:39:16,2059.9
7820,Read,2023-6-29-09:39:16,2055.4
7821,Write,2023-6-29-09:39:16,2055.4
7822,Read,2023-6-29-09:39:16,2056.5
7823,Write,2023-6-29-09:39:17,2055.8
7824,Read,2023-6-29-09:39:17,2055.8
7825,Write,2023-6-29-09:39:17,2055.9
7826,Read,2023-6-29-09:39:17,2056.0
7827,Write,2023-6-29-09:39:18,2056.1
7828,Read,2023-6-29-09:39:18,2055.5
7829,Write,2023-6-29-09:39:18,2055.6
7830,Read,2023-6-29-09:39:18,2056.4
7831,Write,2023-6-29-09:39:19,2056.1
7832,Read,2023-6-29-09:39:19,2055.7
7833,Write,2023-6-29-09:39:19,2055.5
7834,Read,2023-6-29-09:39:19,2056.2
7835,Write,2023-6-29-09:39:20,2056.4
7836,Read,2023-6-29-09:39:20,2055.2
7837,Write,2023-6-29-09:39:20,2055.7
7838,Read,2023-6-29-09:39:20,2056.2
7839,Write,2023-6-29-09:39:21,2055.7
7840,Read,2023-6-29-09:39:21,2056.3
7841,Write,2023-6-29-09:39:21,2055.7
7842,Read,2023-6-29-09:39:21,2055.8
7843,Write,2023-6-29-09:39:22,2055.7
7844,Read,2023-6-29-09:39:22,2055.9
7845,Write,2023-6-29-09:39:22,2055.9
7846,Read,2023-6-29-09:39:22,2055.9
7847,Write,2023-6-29-09:39:23,2056.1
7848,Read,2023-6-29-09:39:23,2055.5
7849,Write,2023-6-29-09:39:23,2055.9
7850,Read,2023-6-29-09:39:23,2055.7
7851,Write,2023-6-29-09:39:24,2056.0
7852,Read,2023-6-29-09:39:24,2055.8
7853,Write,2023-6-29-09:39:24,2055.8
7854,Read,2023-6-29-09:39:24,2056.2
7855,Write,2023-6-29-09:39:25,2055.7
7856,Read,2023-6-29-09:39:25,2055.8
7857,Write,2023-6-29-09:39:25,2055.4
7858,Read,2023-6-29-09:39:25,2056.3
7859,Write,2023-6-29-09:39:26,2056.8
7860,Read,2023-6-29-09:39:26,2055.8
7861,Write,2023-6-29-09:39:26,2055.6
7862,Read,2023-6-29-09:39:26,2056.0
7863,Write,2023-6-29-09:39:27,2056.0
7864,Read,2023-6-29-09:39:27,2055.6
7865,Write,2023-6-29-09:39:27,2056.3
7866,Read,2023-6-29-09:39:27,2055.7
7867,Write,2023-6-29-09:39:28,2056.0
7868,Read,2023-6-29-09:39:28,2056.3
7869,Write,2023-6-29-09:39:28,2049.1
7870,Read,2023-6-29-09:39:28,2055.9
7871,Write,2023-6-29-09:39:29,2058.9
7872,Read,2023-6-29-09:39:29,2056.3
7873,Write,2023-6-29-09:39:29,2055.5
7874,Read,2023-6-29-09:39:29,2055.6
